1472;0;0;0;15;31;46;62;62;1:53:30 PM
1476;0;0;0;15;31;46;46;46;1:53:31 PM
1480;0;0;0;15;31;46;62;62;1:53:31 PM
1484;0;0;0;15;31;93;109;109;1:53:31 PM
1488;0;0;0;15;31;46;93;93;1:53:31 PM
1492;0;0;0;15;31;46;62;62;1:53:31 PM
1496;0;0;0;15;31;46;109;109;1:53:31 PM
1500;0;0;0;46;78;93;156;156;1:53:31 PM
1504;0;0;0;46;62;93;140;140;1:53:31 PM
1508;0;0;0;62;78;93;109;109;1:53:31 PM
1512;0;0;0;15;31;109;124;124;1:53:32 PM
1516;0;0;0;15;31;46;62;62;1:53:32 PM
1520;0;0;0;31;46;62;78;78;1:53:32 PM
1524;0;0;0;15;31;46;62;62;1:53:32 PM
1528;0;0;0;15;31;46;62;62;1:53:32 PM
1532;0;0;0;46;62;78;124;124;1:53:32 PM
1536;0;15;15;78;93;109;124;124;1:53:32 PM
1540;0;0;0;62;93;109;140;140;1:53:32 PM
1544;0;0;0;31;46;62;78;78;1:53:32 PM
1548;0;0;0;15;31;46;62;62;1:53:32 PM
1552;0;0;0;15;31;46;62;62;1:53:32 PM
1556;0;0;0;15;31;46;62;62;1:53:32 PM
1560;0;0;0;15;31;46;62;62;1:53:33 PM
1564;0;0;0;15;31;46;62;62;1:53:33 PM
1568;0;0;0;0;15;31;46;46;1:53:33 PM
1572;0;0;0;15;31;46;62;62;1:53:33 PM
1576;0;0;0;15;31;46;62;62;1:53:33 PM
1580;0;0;0;15;31;46;62;62;1:53:33 PM
1584;0;0;0;15;31;46;62;62;1:53:33 PM
1588;0;0;0;15;31;31;46;46;1:53:33 PM
1592;0;0;0;15;31;46;62;62;1:53:33 PM
1596;0;0;0;15;31;93;124;124;1:53:33 PM
1600;0;0;0;15;31;46;62;62;1:53:33 PM
1604;0;0;0;15;31;46;124;124;1:53:33 PM
1608;0;0;0;31;46;62;156;156;1:53:34 PM
1612;0;0;0;62;78;93;124;124;1:53:34 PM
1616;0;0;0;15;46;62;78;78;1:53:34 PM
1620;0;0;0;46;93;109;124;124;1:53:34 PM
1624;0;0;0;15;31;46;62;62;1:53:34 PM
1628;0;0;0;15;31;46;62;62;1:53:34 PM
1632;0;0;0;15;31;46;62;62;1:53:34 PM
1636;0;0;0;15;31;46;62;62;1:53:34 PM
1640;0;0;0;15;31;46;62;62;1:53:34 PM
1644;0;0;0;15;31;46;62;62;1:53:34 PM
1648;0;0;0;15;31;46;62;62;1:53:34 PM
1652;0;0;0;15;31;46;62;62;1:53:35 PM
1656;0;0;0;15;31;46;62;62;1:53:35 PM
1660;0;0;0;15;31;46;62;62;1:53:35 PM
1664;0;0;0;15;62;78;124;124;1:53:35 PM
1668;0;0;0;62;78;109;140;140;1:53:35 PM
1672;0;0;0;15;31;46;62;62;1:53:35 PM
1676;0;0;0;31;31;62;78;78;1:53:35 PM
1680;0;0;0;15;31;62;78;78;1:53:35 PM
1684;0;0;0;15;31;31;46;46;1:53:35 PM
1688;0;0;0;15;31;46;46;46;1:53:35 PM
1692;0;0;0;15;31;46;62;62;1:53:35 PM
1696;0;0;0;15;31;46;62;62;1:53:35 PM
1700;0;0;0;15;31;46;62;62;1:53:36 PM
1704;0;0;0;15;31;46;62;62;1:53:36 PM
1708;0;0;0;15;31;46;62;62;1:53:36 PM
1712;0;0;0;15;31;46;62;62;1:53:36 PM
1716;15;15;15;15;31;46;109;109;1:53:36 PM
1720;0;0;0;31;62;78;78;78;1:53:36 PM
1724;0;0;0;0;15;15;31;31;1:53:36 PM
1728;0;0;0;0;15;15;15;15;1:53:36 PM
1732;0;0;0;15;15;15;15;15;1:53:36 PM
1736;0;0;0;15;15;15;15;15;1:53:36 PM
1740;0;0;0;15;15;15;15;15;1:53:36 PM
1744;0;0;0;0;15;15;15;15;1:53:36 PM
1748;0;0;0;0;0;15;15;15;1:53:36 PM
1752;0;0;0;15;15;31;31;31;1:53:36 PM
1756;0;0;0;0;15;15;31;31;1:53:36 PM
1760;0;0;0;15;31;31;46;46;1:53:36 PM
1764;0;0;0;15;31;46;46;46;1:53:36 PM
1768;15;15;15;15;31;46;93;93;1:53:36 PM
1772;0;0;0;15;31;31;46;46;1:53:36 PM
1776;0;0;0;0;62;78;78;78;1:53:37 PM
1780;0;0;0;0;15;31;46;46;1:53:37 PM
1784;0;0;0;15;31;46;46;46;1:53:37 PM
1788;0;0;0;15;15;31;46;46;1:53:37 PM
1792;0;0;0;15;31;46;62;62;1:53:37 PM
1796;0;0;0;15;31;46;62;62;1:53:37 PM
1800;0;0;0;15;31;46;62;62;1:53:37 PM
1804;0;0;0;46;62;78;93;93;1:53:37 PM
1808;0;0;0;15;46;62;78;78;1:53:37 PM
1812;0;0;0;15;31;46;62;62;1:53:37 PM
1816;0;0;0;46;78;124;156;156;1:53:37 PM
1820;0;0;0;46;78;93;109;109;1:53:37 PM
1824;0;0;0;15;31;124;218;218;1:53:38 PM
1828;0;0;0;46;93;140;187;203;1:53:38 PM
1832;0;0;0;15;31;46;62;62;1:53:38 PM
1836;0;0;0;62;78;93;109;109;1:53:38 PM
1840;0;0;0;15;31;46;62;62;1:53:38 PM
1844;0;0;0;15;31;46;62;62;1:53:38 PM
1848;0;0;0;15;31;46;62;62;1:53:38 PM
1852;0;0;0;15;93;156;171;171;1:53:38 PM
1856;0;0;0;31;46;124;140;140;1:53:39 PM
1860;0;0;0;46;62;109;156;156;1:53:39 PM
1864;0;0;0;31;78;109;187;187;1:53:39 PM
1868;0;0;0;15;93;187;249;249;1:53:39 PM
1872;0;0;0;31;46;109;140;140;1:53:39 PM
1876;0;0;0;62;171;218;234;234;1:53:40 PM
1880;0;0;0;62;78;93;109;109;1:53:40 PM
1884;0;0;0;15;31;46;62;62;1:53:40 PM
1888;0;0;0;15;31;46;62;62;1:53:40 PM
1892;0;0;0;31;46;62;78;78;1:53:40 PM
1896;0;0;0;15;31;46;62;62;1:53:40 PM
1900;0;0;0;15;31;46;62;62;1:53:40 PM
1904;0;0;0;15;31;31;46;46;1:53:40 PM
1908;0;0;0;15;31;46;93;93;1:53:40 PM
1912;0;0;0;15;46;78;109;109;1:53:40 PM
1916;0;0;0;46;46;62;78;78;1:53:41 PM
1920;0;0;0;15;31;46;62;62;1:53:41 PM
1924;0;0;0;15;31;46;62;62;1:53:41 PM
1928;0;0;0;15;31;46;62;62;1:53:41 PM
1932;15;15;15;31;31;46;62;62;1:53:41 PM
1936;0;0;0;15;31;124;156;156;1:53:41 PM
1940;0;0;0;78;93;109;156;156;1:53:41 PM
1944;0;0;0;15;31;46;62;62;1:53:41 PM
1948;0;0;0;15;78;124;140;140;1:53:41 PM
1952;0;0;0;62;93;156;234;234;1:53:42 PM
1956;0;0;0;31;46;62;78;78;1:53:42 PM
1960;0;0;0;15;31;93;187;187;1:53:42 PM
1964;0;0;0;15;31;46;46;46;1:53:42 PM
1968;0;0;0;15;31;31;46;46;1:53:42 PM
1972;0;0;0;15;31;46;46;46;1:53:42 PM
1976;0;0;0;15;31;31;46;46;1:53:42 PM
1980;0;0;0;15;15;31;78;78;1:53:42 PM
1984;0;0;0;46;62;109;124;124;1:53:42 PM
1988;0;0;0;15;31;46;62;62;1:53:42 PM
1992;0;0;0;15;31;31;46;46;1:53:42 PM
1996;0;0;0;31;109;171;234;234;1:53:43 PM
2000;0;0;0;15;46;109;140;140;1:53:43 PM
2004;0;0;0;31;62;78;93;93;1:53:43 PM
2008;0;0;0;62;109;156;187;187;1:53:43 PM
2012;0;0;0;15;62;78;93;93;1:53:43 PM
2016;0;0;0;31;46;62;78;78;1:53:43 PM
2020;0;0;0;15;62;78;93;93;1:53:44 PM
2024;0;0;0;15;31;46;62;62;1:53:44 PM
2028;0;0;0;46;62;78;93;93;1:53:44 PM
2032;0;0;0;15;31;46;78;78;1:53:44 PM
